Record ID,Entered name,Entered name author,Current name,Current name author,Current name TVK,Common name,Species notes,Site notes,Locality,Vice county,Country,Grid ref.,Lon,Lat,Altitude,Date,Date Start,Date End,Substrate,Substrate Qualifier,Other Substrate,FRDBI no,Literature,Other Literature,Source,Morph,NCC Ecosystem,Associations,VCname (Ent),VCnum (Ent),County,Certainty,Abundance,Licence,Start Year,End Year
18453076,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Peatlands Park,Armagh,Northern Ireland,H890604,-6.627,54.485,,15/10/2003,15/10/2003,15/10/2003,,,,,,,,,,,,H37,,,,CC BY,2003,2003
18453288,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Annalong Wood,Down,Northern Ireland,J33532407,-5.957,54.148,,11/10/1998,11/10/1998,11/10/1998,soil,,needle,,,,,,A122 Coniferous plantation,Larch (Larix),,H38,,,,CC BY,1998,1998
18453418,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,,Ballymena: People's Park,Antrim,Northern Ireland,D10260420,-6.283,54.873,,8/8/2001,8/8/2001,8/8/2001,soil,,Soil grassy,,,,,,A33 Mixed Parkland,Scots Pine (Pinus sylvestris),,H39,,,,CC BY,2001,2001
18454086,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,"Grassland: acidic, upland",Binevenagh NNR,Londonderry,Northern Ireland,C68973143,-6.92,55.125,,30/8/2001,30/8/2001,30/8/2001,soil,,Soil grassy,,,,,,B1 Acidic grassland,Lodgepole Pine (Pinus contorta),,H40,,,,CC BY,2001,2001
18454171,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Breckenhill Dam,Antrim,Northern Ireland,J23949539,-6.074,54.791,,16/9/1999,16/9/1999,16/9/1999,soil,,,,,,,,E1 Bog,Scots Pine (Pinus sylvestris),,H39,,,,CC BY,1999,1999
18455200,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,,Crawfordsburn Country Park: The Glen,Down,Northern Ireland,J46458215,-5.731,54.666,,18/10/1995,18/10/1995,18/10/1995,soil,,,,,,,,A132 Mixed plantation,Scots Pine (Pinus sylvestris),,H38,,,,CC BY,1995,1995
18455679,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,"Drumlish Td., 3.5Km N of Dromore",Tyrone,Northern Ireland,H352664,-7.456,54.545,,01/01/1983 to 31/12/1983,1/1/1983,31/12/1983,,,,,,,,,,,,H36,,,,CC BY,1983,1983
18456059,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,J2-5 Other artificial habitats,Holywood Golf Club,Down,Northern Ireland,J39897782,-5.835,54.629,,28/6/1997,28/6/1997,28/6/1997,soil,,Soil grassy,,,,,,J2 Boundaries,Larch (Larix),,H38,,,,CC BY,1997,1997
18456096,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Holywood:159 Church Road,Down,Northern Ireland,J40887845,-5.819,54.635,,3/6/2002,3/6/2002,3/6/2002,soil,,Soil grassy,,,,,,J3 Built-up areas,European Larch (Larix decidua),,H38,,,,CC BY,2002,2002
18456101,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,"J33 Built up area, domestic",Holywood:159 Church Road,Down,Northern Ireland,J40887845,-5.819,54.635,,25/6/1998,25/6/1998,25/6/1998,soil,,Soil grassy,,,,,,J3 Built-up areas,Larch (Larix),,H38,,,,CC BY,1998,1998
18457026,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Mourne Mountains: Donard Park Wood,Down,Northern Ireland,J364304,-5.91,54.205,,30/8/1997,30/8/1997,30/8/1997,,,,,,,,,,Larch (Larix),,H38,,,,CC BY,1997,1997
18457091,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Mourne Mountains: Donard Park Wood,Down,Northern Ireland,J365305,-5.908,54.206,,1/9/1996,1/9/1996,1/9/1996,,,,,,,,,,Larch (Larix),,H38,,,,CC BY,1996,1996
18457096,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Mourne Mountains: Donard Park Wood,Down,Northern Ireland,J37022995,-5.901,54.2,,5/9/2000,5/9/2000,5/9/2000,,,,,,,,,A111 Broad-leaved semi-natural,,,H38,,,,CC BY,2000,2000
18457143,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Mourne Mountains: Donard Park Wood,Down,Northern Ireland,J36842990,-5.904,54.2,,7/9/1996,7/9/1996,7/9/1996,soil,,,,,,,,,Scots Pine (Pinus sylvestris),,H38,,,,CC BY,1996,1996
18457425,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Peatlands Park,Armagh,Northern Ireland,H89976075,-6.612,54.487,,30/10/1998,30/10/1998,30/10/1998,soil,,Soil grassy,,,,,,A13 Mixed woodland,Scots Pine (Pinus sylvestris),,H37,,,,CC BY,1998,1998
18457429,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Peatlands Park,Armagh,Northern Ireland,H89646063,-6.618,54.486,,30/10/1998,30/10/1998,30/10/1998,soil,,Soil grassy,,,,,,A13 Mixed woodland,Scots Pine (Pinus sylvestris),,H37,,,,CC BY,1998,1998
18457454,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Picnic Area, Demesne of Down Td.",Down,Northern Ireland,J49054641,-5.709,54.345,,4/10/1998,4/10/1998,4/10/1998,soil,,Soil grassy,,,,,,,Larch (Larix),,H38,,,,CC BY,1998,1998
18457714,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,"Rostrevor Forest, Tievedockaragh",Down,Northern Ireland,J19601745,-6.173,54.092,,31/10/1995,31/10/1995,31/10/1995,soil,,,,,,,,A122 Coniferous plantation,Larch (Larix),,H38,,,,CC BY,1995,1995
18457790,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,"Rourke's Park, Dunnywater",Down,Northern Ireland,J35412356,-5.929,54.143,,10/9/1999,10/9/1999,10/9/1999,soil,,Soil grassy,,,,,,A122 Coniferous plantation,Lodgepole Pine (Pinus contorta),,H38,,,,CC BY,1999,1999
18458326,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Tollymore Forest Park,Down,Northern Ireland,J339323,-5.947,54.223,,21/7/1997,21/7/1997,21/7/1997,,,,,,,,,,Larch (Larix),,H38,,,,CC BY,1997,1997
18458440,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Tollymore Forest Park,Down,Northern Ireland,J335325,-5.953,54.224,,7/9/1996,7/9/1996,7/9/1996,,,,,,,,,,Larch (Larix),,H38,,,,CC BY,1996,1996
18458588,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,,"Ulster Folk and Transport Museum, Cultra",Down,Northern Ireland,J42627996,-5.791,54.648,,28/9/2002,28/9/2002,28/9/2002,soil,,Soil grassy,,,,,,A132 Mixed plantation,Scots Pine (Pinus sylvestris),,H38,,,,CC BY,2002,2002
18458615,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,,"Ulster Folk and Transport Museum, Cultra",Down,Northern Ireland,J42607994,-5.792,54.647,,17/9/2000,17/9/2000,17/9/2000,,,,,,,,,,,,H38,,,,CC BY,2000,2000
18459358,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,"The Argory, Derrycaw",Armagh,Northern Ireland,H871576,-6.657,54.46,,25/9/1982,25/9/1982,25/9/1982,,,,,,,,,,,,H37,,,,CC BY,1982,1982
18459981,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,A.E. Muskett (1943) Ir.Nat.J. 8: 60,,Ballynahinch Castle,West Galway,Eire,L7647,-9.86,53.463,,23/9/1942,23/9/1942,23/9/1942,,,,,,,,,,,,H16,,,,CC BY,1942,1942
18466575,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,Park lawns,Cloondaff RC Church,West Mayo,Eire,M054998,-9.44,53.939,,4/11/2008,4/11/2008,4/11/2008,soil,,Soil grassy,,,,,,J12 Amenity grassland,Scots Pine (Pinus sylvestris),,H27,,,,CC BY,2008,2008
18467385,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,H.W. Lett (1885) Proc.Belf.Nat.Fld. 265-316,,Crawfordsburn,Down,Northern Ireland,J4681,-5.73,54.66,,01/01/1884 to 31/12/1884,1884-01-01,1884-12-31,,,,,,,,,,,,H38,,,,CC BY,1884,1884
18467522,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,H.W. Lett (1885) Proc.Belf.Nat.Fld. 265-316,,Lurgan: Druma and Drumcro Td.,Down,Northern Ireland,J1358,-6.25,54.462,,01/01/1884 to 31/12/1884,1884-01-01,1884-12-31,,,,,,,,,,,,H38,,,,CC BY,1884,1884
18467595,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,H.W. Lett (1885) Proc.Belf.Nat.Fld. 265-316,,Mourne Mountains: Donard Park Wood,Down,Northern Ireland,J3730,-5.893,54.205,,01/01/1885 to 31/12/1885,1885-01-01,1885-12-31,,,,,,,,,,,,H38,,,,CC BY,1885,1885
18467858,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,H.W. Lett (1885) Proc.Belf.Nat.Fld. 265-316,,Tollymore Forest Park,Down,Northern Ireland,J3432,-5.939,54.224,,01/01/1885 to 31/12/1885,1885-01-01,1885-12-31,,,,,,,,,,,,H38,,,,CC BY,1885,1885
30060387,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Glen Glass,East Ross,Scotland,NH54086936,-4.449,57.69,207,12/9/2022,12/9/2022,12/9/2022,soil,,,,,,,,A122 Coniferous plantation,Scots Pine (Pinus sylvestris),,106,,,,CC BY,2022,2022
30064039,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,,Killegar Estate,Leitrim,Eire,H26190603,-7.601,54.003,,24/10/2010,24/10/2010,24/10/2010,soil,,,,,,,,A Woodland & Scrub,Pine (Pinus),,H29,,,,CC BY,2010,2010
30064280,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,Woodland,Springhill Estate,Londonderry,Northern Ireland,H86708278,-6.656,54.686,,24/9/2011,24/9/2011,24/9/2011,soil,,,,,,,,A1 Woodland,Scots Pine (Pinus sylvestris),,H40,,,,CC BY,2011,2011
30065420,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Killykeen Forest Park,Cavan,Eire,H34900656,-7.468,54.007,,26/9/2015,26/9/2015,26/9/2015,soil,,,,,,,,A Woodland & Scrub,,,H29,,,,CC BY,2015,2015
30071397,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Peatlands Country Park,Armagh,Northern Ireland,H89766047,-6.616,54.485,,4/9/2010,4/9/2010,4/9/2010,soil,,,,,,,,D2 Wet dwarf shrub heath,Pine (Pinus),,H37,,,,CC BY,2010,2010
30071558,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,E162 Bog: raised,Cottage Farm UWT Reserve,Tyrone,Northern Ireland,H43688002,-7.324,54.666,,9/10/2010,9/10/2010,9/10/2010,soil,,,,,,,,E1 Bog,Pine (Pinus),,H36,,,,CC BY,2010,2010
30082364,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,,Glaslough: Castle Leslie,Monaghan,Eire,H72174144,-6.892,54.317,,18/7/2009,18/7/2009,18/7/2009,soil,,,,,,,,A13 Mixed woodland,Pine (Pinus),,H32,,,,CC BY,2009,2009
30082723,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Loghermore Wood,Londonderry,Northern Ireland,C58441299,-7.088,54.961,,27/8/2011,27/8/2011,27/8/2011,soil,,,,,,,,A Woodland & Scrub,Pine (Pinus),,H40,,,,CC BY,2011,2011
30082488,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Clandeboye Estate,Down,Northern Ireland,J47607953,-5.714,54.642,,2/10/2010,2/10/2010,2/10/2010,soil,,,,,,,,A Woodland & Scrub,Larch (Larix),,H38,,,,CC BY,2010,2010
30083164,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Gortin Glen Forest Park,Tyrone,Northern Ireland,H48678207,-7.246,54.684,,21/6/2012,21/6/2012,21/6/2012,soil,,,,,,,,A Woodland & Scrub,Larch (Larix),,H36,,,,CC BY,2012,2012
30085456,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Gortin Glen Forest Park,Tyrone,Northern Ireland,H48698197,-7.246,54.683,,30/6/2018,30/6/2018,30/6/2018,soil,,,,,,,,A Woodland & Scrub,Larch (Larix),,H36,,,,CC BY,2018,2018
30085748,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Union Woods,Sligo,Eire,G69122909,-8.474,54.21,,23/9/2018,23/9/2018,23/9/2018,soil,,,,,,,,A Woodland & Scrub,Pine (Pinus),,H28,,,,CC BY,2018,2018
13856789,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,altitude +/- 2 metres,Hunterston: Hunterston House,Ayrshire,Scotland,NS195517,-4.875,55.725,9,15/6/2017,15/6/2017,15/6/2017,soil,,,,,,,,A112 Broad-leaved Plantation,Larch (Larix),Ayrshire,75,,Certain,,,2017,2017
17853303,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Loch Katrine: Stronachlachar,Stirlingshire,Scotland,NN40401022,-4.578,56.258,119,15/9/2020,15/9/2020,15/9/2020,,,grassy soil,,,,,,A122 Coniferous plantation,Pine (Pinus),Stirlingshire,86,,Certain,,,2020,2020
18123309,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Leuchars: Tentsmuir Forest: Kinshaldy Beach,Fifeshire,Scotland,NO50002462,-2.812,56.411,4,18/10/2020,18/10/2020,18/10/2020,,sandy,mossy soil,,,,,,A122 Coniferous plantation,Pine (Pinus),Fifeshire (with Kinross),85,,Certain,,,2020,2020
18123701,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Leuchars: Tentsmuir Forest: Kinshaldy Beach,Fifeshire,Scotland,NO50032501,-2.811,56.415,4,18/10/2020,18/10/2020,18/10/2020,,sandy,mossy soil,,,,,,A122 Coniferous plantation,Pine (Pinus),Fifeshire (with Kinross),85,,Certain,,,2020,2020
31839554,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,"reported as Boletus bovinus; ""heathy fir woods, common.""

","from a list of fungi observed [""in the course of two or three years""] in the neighbourhood of Jedburgh, Roxburghshire, published by Jerdon in March 1857. Grid reference approximate: while the greater part of Jedburgh lies within hectad NT62 the bulk of Jerdon's observations were probably made in NT61 in the vicinity of his residence at Mossburnford which lies 5km south of the town.",Jedburgh,Roxburghshire,Scotland,NT61,-2.555,55.428,,01/01/1854 to 31/03/1857,1854-01-01,1857-03-31,,,,,,"The Phytologist, Vol. II (1857-1858); p.52",,,A12 Coniferous woodland,Pinaceae; Ericaceous (Ericaceae),Roxburghshire,80,,Certain,,,1854,1857
18240790,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Fort Augustus: Auchterawe,East Inverness-shire,Scotland,NH3608,-4.703,57.138,,4/10/2020,4/10/2020,4/10/2020,,,mossy soil,,,,,,A12 Coniferous woodland,Pine (Pinus),"Inverness-shire, East (with Nairn)",96,,Certain,,,2020,2020
18241239,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,altitude +/- 9 metres,Fort Augustus: Auchterawe,East Inverness-shire,Scotland,NH366092,-4.701,57.145,46,4/10/2020,4/10/2020,4/10/2020,soil,litter,,,,,,,A122 Coniferous plantation,Larch (Larix),"Inverness-shire, East (with Nairn)",96,,Certain,,,2020,2020
18251714,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,altitude +/- 7 metres,Loch Ness: Allt na Criche,East Inverness-shire,Scotland,NH381107,-4.678,57.159,139,9/10/2020,9/10/2020,9/10/2020,soil,,,,,,,,A122 Coniferous plantation,Larch (Larix),"Inverness-shire, East (with Nairn)",96,,Certain,,,2020,2020
18255988,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,altitude +/- 5 metres,Strathyre: Strathyre Forest: Cuil Beithe,West Perthshire,Scotland,NN557184,-4.335,56.336,155,25/8/2002,25/8/2002,25/8/2002,,,mossy soil,,,,,,A122 Coniferous plantation,Larch (Larix),"Perthshire, West (with Clackmannan)",87,,Certain,,,2002,2002
30457190,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,"reported as Boletus flavus With.; during the 19th and early 20th centuries mycologists in Scotland seem to have treated Suillus grevillei as two separate species with the brown-capped variety known as Boletus elegans and the yellow-capped as Boletus flavus, the latter being recorded with far greater frequency. - R. Peebles.",exhibited by King at a meeting of the Glasgow Natural History Society on 31st July 1888. Grid reference approximate.,Innellan,Argyll,Scotland,NS17K,-4.96,55.896,,25/07/1888 to 31/07/1888,1888-07-25,1888-07-31,,,,,,"Proceedings and Transactions of the Glasgow Natural History Society; Vol. III (New Series), 1889-1892; p.iv (Proceedings)",,,,,Argyll Main,98,,Certain,,,1888,1888
18258447,Suillus granulatus,(L.) Roussel,Suillus granulatus,(L.) Roussel,NHMSYS0001499277,Weeping Bolete,,amenity grassland and ornamental trees bordering motorway services car park,Douglas: Happendon Services,Lanarkshire,Scotland,NS8533,-3.818,55.582,,25/8/2002,25/8/2002,25/8/2002,,,grassy soil,,,,,,J2 Boundaries,Pine (Pinus),Lanarkshire,77,,Certain,,,2002,2002
18265757,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Alness: Clais Druim a' Bhathaich,East Ross,Scotland,NH6271,-4.31,57.712,,31/8/2002,31/8/2002,31/8/2002,soil,litter,,,,,,,A122 Coniferous plantation,Larch (Larix),"Ross, East",106,,Certain,,,2002,2002
18270693,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,,Alness: Dalreoch Wood: Baddans,East Ross,Scotland,NH6172,-4.327,57.721,,1/9/2002,1/9/2002,1/9/2002,,,mossy soil,,,,,,A122 Coniferous plantation,Pine (Pinus),"Ross, East",106,,Certain,,,2002,2002
18270724,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Boath: Acharn Wood,East Ross,Scotland,NH5873,-4.378,57.729,,1/9/2002,1/9/2002,1/9/2002,,,mossy soil,,,,,,A122 Coniferous plantation,Pine (Pinus),"Ross, East",106,,Certain,,,2002,2002
18274929,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Loch Lochy: Gairlochy: Coille-ras,West Inverness-shire,Scotland,NN1885,-4.984,56.925,,1/9/2002,1/9/2002,1/9/2002,soil,,,,,,,,A122 Coniferous plantation,Larch (Larix),"Inverness-shire, West",97,,Certain,,,2002,2002
18277275,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,altitude +/- 2 metres,Glen Garry: Tomdoun: Tomdoun Lodge,West Inverness-shire,Scotland,NH157010,-5.04,57.064,142,7/9/2002,7/9/2002,7/9/2002,soil,,mossy turf,,,,,,A122 Coniferous plantation,Pine (Pinus),"Inverness-shire, West",97,,Certain,,,2002,2002
18277321,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,altitude +/- 7 metres,Loch Cuaich: Eas Allt a' Mheil,West Inverness-shire,Scotland,NH041022,-5.232,57.07,210,7/9/2002,7/9/2002,7/9/2002,,,mossy soil,,,,,,A122 Coniferous plantation,Larch (Larix),"Inverness-shire, West",97,,Certain,,,2002,2002
18277395,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,altitude +/- 7 metres,Loch Garry: Inchlaggan,West Inverness-shire,Scotland,NH1701,-5.012,57.068,115,7/9/2002,7/9/2002,7/9/2002,,,mossy soil,,,,,,A122 Coniferous plantation,Larch (Larix),"Inverness-shire, West",97,,Certain,,,2002,2002
18279597,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,altitude +/- 4 metres,Black Hill of Garleffin: White Scaurins,Ayrshire,Scotland,NX331996,-4.627,55.263,335,13/9/2002,13/9/2002,13/9/2002,,,grassy soil,,,,,,A122 Coniferous plantation,Larch (Larix),Ayrshire,75,,Certain,,,2002,2002
18359941,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Fort Augustus,East Inverness-shire,Scotland,NH3709,-4.688,57.148,,22/9/2002,22/9/2002,22/9/2002,soil,,,,,,,,A132 Mixed plantation,Larch (Larix),"Inverness-shire, East (with Nairn)",96,,Certain,,,2002,2002
18364605,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Fort Augustus: Auchteraw,East Inverness-shire,Scotland,NH3609,-4.704,57.147,,22/9/2002,22/9/2002,22/9/2002,soil,,needle litter,,,,,,A122 Coniferous plantation,Larch (Larix),"Inverness-shire, East (with Nairn)",96,,Certain,,,2002,2002
34806312,Suillus luteus,(L.) Roussel,Suillus luteus,(L.) Roussel,NHMSYS0001499284,Slippery Jack,,,Advie: Craigvarren,Moray,Scotland,NJ1133,-3.474,57.383,,6/9/1998,6/9/1998,6/9/1998,,,mossy soil,,,,,,A132 Mixed plantation,Pine (Pinus),Moray (Elgin),95,,Certain,,,1998,1998
34879166,Suillus bovinus,(L.) Roussel,Suillus bovinus,(L.) Roussel,NHMSYS0001499269,Bovine Bolete,,altitude +/- 2 metres,Forres: Altyre: Loch of Blairs,Moray,Scotland,NJ019559,-3.641,57.583,50,6/9/1998,6/9/1998,6/9/1998,,,mossy soil,,,,,,A122 Coniferous plantation,Pine (Pinus),Moray (Elgin),95,,Certain,,,1998,1998
25004516,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Glasgow: Daldowie Wood,Lanarkshire,Scotland,NS67606147,-4.115,55.828,13,9/10/2010,9/10/2010,9/10/2010,soil,,needle litter,,,,,,A122 Coniferous plantation,Larch (Larix),Lanarkshire,77,,Certain,,,2010,2010
25147253,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Hamilton: Chatelherault Country Park,Lanarkshire,Scotland,NS73615367,-4.016,55.76,56,15/5/2011,15/5/2011,15/5/2011,soil,,needle litter,,,,,,A122 Coniferous plantation,Larch (Larix),Lanarkshire,77,,Certain,,,2011,2011
25147261,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Hamilton: Chatelherault Country Park,Lanarkshire,Scotland,NS73585359,-4.016,55.759,49,15/5/2011,15/5/2011,15/5/2011,soil,,,,,,,,A122 Coniferous plantation,Larch (Larix),Lanarkshire,77,,Certain,,,2011,2011
25326027,Suillus variegatus,(Sw.) Richon & Roze,Suillus variegatus,(Sw.) Richon & Roze,NHMSYS0001499287,Velvet Bolete,,,Dinnet: Muir of Dinnet,South Aberdeenshire,Scotland,NO45559892,-2.9,57.078,162,10/7/2011,10/7/2011,10/7/2011,,,mossy soil,,,,,,A13 Mixed woodland,Scots Pine (Pinus sylvestris),"Aberdeenshire, South",92,,Certain,,,2011,2011
25504469,Suillus grevillei,(Klotzsch) Singer,Suillus grevillei,(Klotzsch) Singer,NHMSYS0001499278,Larch Bolete,,,Aberfoyle: Fairy Knowe,West Perthshire,Scotland,NS53169943,-4.366,56.165,16,31/7/2011,31/7/2011,31/7/2011,,,grassy soil,,,,,,A122 Coniferous plantation,Larch (Larix),"Perthshire, West (with Clackmannan)",87,,Certain,,,2011,2011
